X,Y,OBJECTID,site_name,feature_type_name,EASTING,NORTHING,asset_id_code,site_code,number_bins,bin_size
323138.89,673062.91,2493971,Roseburn Maltings,WS: Food Waste Communal,323139,673063,,7904650,1,240
323170.2,673110.039999999,2493972,Roseburn Maltings,WS: Food Waste Communal,323170,673110,,7904650,1,240
323115.28,673169.59,2493973,Roseburn Maltings,WS: Food Waste Communal,323115,673170,,7904650,1,240
323108.38,673163.76,2493974,Roseburn Maltings,WS: Food Waste Communal,323108,673164,,7904650,1,240
323094.0,673116.189999999,2493975,Roseburn Maltings,WS: Food Waste Communal,323094,673116,,7904650,1,240
323185.04,673067.859999999,2493976,Roseburn Maltings,WS: Chamberlain Bin,323185,673068,,7904650,2,940
320150,669545,2493977,Barn Park Crescent,WS: Chamberlain Bin,320150,669545,,7904649,1,940
320126.63,669544.449999999,2493978,Barn Park Crescent,WS: Chamberlain Bin,320127,669544,,7904649,1,940
320094.29,669571.439999999,2493979,Barn Park Crescent,WS: Communal Bin,320094,669571,,7904649,2,1280
320101.98,669584.16,2493980,Barn Park Crescent,WS: Chamberlain Bin,320102,669584,,7904649,1,940
320091.02,669539.060000001,2493981,Barn Park Crescent,WS: Communal Bin,320091,669539,,7904649,2,1280
320209.63,669502.810000001,2493982,Barn Park Crescent,WS: Communal Bin,320210,669503,,7904649,2,1280
320179,669535,2493983,Barn Park Crescent,WS: Chamberlain Bin,320179,669535,,7904649,1,940
320167,669541,2493984,Barn Park Crescent,WS: Chamberlain Bin,320167,669541,,7904649,1,940
320096,669583,2493985,Barn Park Crescent,WS: Chamberlain Bin,320096,669583,,7904649,1,940
320132.72,669598.289999999,2493986,Barn Park Crescent,WS: Chamberlain Bin,320133,669598,,7904649,1,940
320148,669587,2493987,Barn Park Crescent,WS: Chamberlain Bin,320148,669587,,7904649,1,940
320155,669579,2493988,Barn Park Crescent,WS: Chamberlain Bin,320155,669579,,7904649,1,940
320169,669576,2493989,Barn Park Crescent,WS: Chamberlain Bin,320169,669576,,7904649,1,940
320191,669563,2493990,Barn Park Crescent,WS: Chamberlain Bin,320191,669563,,7904649,1,940
320219.18,669523.609999999,2493991,Barn Park Crescent,WS: Communal Bin,320219,669524,,7904649,2,1280
320208,669553,2493992,Barn Park Crescent,WS: Chamberlain Bin,320208,669553,,7904649,1,940
320216,669547,2493993,Barn Park Crescent,WS: Chamberlain Bin,320216,669547,,7904649,1,940
320230,669543,2493994,Barn Park Crescent,WS: Chamberlain Bin,320230,669543,,7904649,1,940
319411,669822,2493995,Morvenside Close,WS: Communal Bin,319411,669822,,7904642,3,1280
319565.03,669961.380000001,2493996,Morvenside,WS: Communal Bin,319565,669961,,7904641,3,1100
324588.71,673038.140000001,2493997,Port Hamilton,WS: Food Waste Communal,324589,673038,,7904637,1,500
324589.36,673036.130000001,2493998,Port Hamilton,WS: Communal Bin,324589,673036,,7904637,5,1280
325439.15,674958.48,2493999,Rodney Street,WS: Food Waste Communal,325439,674958,,7902528,1,500
325424,674927,2494000,Rodney Place,WS: Communal Bin,325424,674927,,7904635,1,1100
325414,674932,2494001,Rodney Place,WS: Communal Bin,325414,674932,,7904635,3,1100
327064.21,674180.779999999,2494002,Tytler Gardens,WS: Food Waste Communal,327064,674181,,7904634,1,240
327089.06,674116.74,2494003,Tytler Gardens,WS: Food Waste Communal,327089,674117,,7904634,1,240
327089,674091,2494004,Tytler Gardens,WS: Communal Bin,327089,674091,,7904634,2,1100
327061.65,674180.41,2494005,Tytler Gardens,WS: Communal Bin,327062,674180,,7904634,2,1100
327078.02,674143.710000001,2494006,Tytler Gardens,WS: Communal Bin,327078,674144,,7904634,2,1100
327088.24,674117.619999999,2494007,Tytler Gardens,WS: Communal Bin,327088,674118,,7904634,2,1100
325636.92,674573.67,2494008,Dublin Street Lane North,WS: Communal Bin,325637,674574,,7904616,1,1100
327489.04,674440.51,2494009,Moray Park Terrace,WS: Food Waste Communal,327489,674441,,7904613,1,240
327485.86,674473.6,2494010,Moray Park Terrace,WS: Food Waste Communal,327486,674474,,7904613,1,240
326672.47,675618.890000001,2494011,Springfield Street,WS: Communal Bin,326672,675619,,7901306,1,1280
317937.24,675654.369999999,2494012,Dowies Mill Lane,WS: Communal Bin,317937,675654,,7904600,1,1280
320163.64,669445.609999999,2494013,Barn Park,WS: Food Waste Communal,320164,669446,,7904589,1,500
320116.77,669465.609999999,2494014,Barn Park,WS: Food Waste Communal,320117,669466,,7904589,1,500
320142.8,669469.91,2494015,Barn Park,WS: Food Waste Communal,320143,669470,,7904589,1,500
320143.38,669425.039999999,2494016,Barn Park,WS: Communal Bin,320143,669425,,7904589,6,1280
320163.51,669445.470000001,2494017,Barn Park,WS: Communal Bin,320164,669445,,7904589,2,1280
320109.42,669431.43,2494018,Barn Park,WS: Communal Bin,320109,669431,,7904589,5,1280
320117.64,669465.560000001,2494019,Barn Park,WS: Communal Bin,320118,669466,,7904589,5,1280
320143.35,669468.57,2494020,Barn Park,WS: Communal Bin,320143,669469,,7904589,6,1280
320195.34,669494.439999999,2494021,Barn Park,WS: Communal Bin,320195,669494,,7904589,3,1280
324861,676519,2494022,East Trinity Road,WS: Communal Bin,324861,676519,,7904587,2,660
328199.72,669073.15,2494023,Carnbee Avenue,WS: Communal Bin,328200,669073,,7904573,1,1280
326528.78,675204.77,2494024,Pilrig Glebe,WS: Food Waste Communal,326529,675205,,7904570,1,500
326547,675223,2494025,Pilrig Glebe,WS: Communal Bin,326547,675223,,7904570,2,1280
323024.74,673014.880000001,2494026,Russell Gardens,WS: Food Waste Communal,323025,673015,,7904559,1,240
323055,672964,2494027,Russell Gardens,WS: Food Waste Communal,323055,672964,,7904559,1,240
323093.51,672970.52,2494028,Russell Gardens,WS: Food Waste Communal,323094,672971,,7904559,1,240
323096.81,673026.119999999,2494029,Russell Gardens,WS: Food Waste Communal,323097,673026,,7904559,1,240
323025.79,673085.359999999,2494030,Russell Gardens,WS: Food Waste Communal,323026,673085,,7904559,1,240
323042.53,673062.140000001,2494031,Russell Gardens,WS: Food Waste Communal,323043,673062,,7904559,1,240
323019.03,673070.210000001,2494032,Russell Gardens,WS: Food Waste Communal,323019,673070,,7904559,1,240
323005.69,673012.01,2494033,Russell Gardens,WS: Communal Bin,323006,673012,,7904559,2,1280
323018.17,673066.970000001,2494034,Russell Gardens,WS: Communal Bin,323018,673067,,7904559,1,1280
323099,673024,2494035,Russell Gardens,WS: Communal Bin,323099,673024,,7904559,2,1100
323092,672974,2494036,Russell Gardens,WS: Communal Bin,323092,672974,,7904559,1,1100
323060,672957,2494037,Russell Gardens,WS: Communal Bin,323060,672957,,7904559,1,1280
323024,673013,2494038,Russell Gardens,WS: Communal Bin,323024,673013,,7904559,2,1280
327229.82,674951.199999999,2494039,Albion Place,WS: Food Waste Communal,327230,674951,,7904557,1,240
323806.27,676569.59,2494040,Boswall Parkway,WS: Communal Bin,323806,676570,,7904553,1,1280
323745.03,668674.699999999,2494041,Oxgangs Path East,WS: Communal Bin,323745,668675,,7904540,1,660
325333,673295,2494042,Porteous' Pend,WS: Chamberlain Bin,325333,673295,,7904539,2,940
324394.1,670890.1,2494043,Belhaven Place,WS: Side Loading Communal,324394,670890,,7904507,1,3200
324391.54,670890.59,2494044,Belhaven Place,WS: Food Waste Communal,324392,670891,,7904507,1,500
324466.09,670881.710000001,2494045,Belhaven Terrace,WS: Side Loading Communal,324466,670882,,7904506,2,3200
324463.83,670881.199999999,2494046,Belhaven Terrace,WS: Food Waste Communal,324464,670881,,7904506,1,500
324486,670875,2494047,Belhaven Terrace,WS: Communal Bin,324486,670875,,7904506,2,1280
323922.98,670843.039999999,2494048,Balcarres Street,WS: Side Loading Communal,323923,670843,,7904505,1,3200
323947.16,670856.75,2494049,Balcarres Street,WS: Side Loading Communal,323947,670857,,7904505,1,3200
323973.87,670858.279999999,2494050,Balcarres Street,WS: Side Loading Communal,323974,670858,,7904505,1,3200
323985.97,670845.93,2494051,Balcarres Street,WS: Side Loading Communal,323986,670846,,7904505,1,3200
324037.33,670862.18,2494052,Balcarres Street,WS: Side Loading Communal,324037,670862,,7904505,1,3200
324153.69,670900.1,2494053,Balcarres Street,WS: Side Loading Communal,324154,670900,,7904505,2,3200
324200.75,670917.640000001,2494054,Balcarres Street,WS: Side Loading Communal,324201,670918,,7904505,1,3200
324230.86,670930.689999999,2494055,Balcarres Street,WS: Side Loading Communal,324231,670931,,7904505,1,3200
324311.53,670961.449999999,2494056,Balcarres Street,WS: Side Loading Communal,324312,670961,,7904505,1,3200
324378.01,670934.470000001,2494057,Balcarres Street,WS: Side Loading Communal,324378,670934,,7904505,1,3200
324419.51,670913.359999999,2494058,Balcarres Street,WS: Side Loading Communal,324420,670913,,7904505,2,3200
324064.97,670884.4,2494059,Balcarres Street,WS: Communal Bin,324065,670884,,7904505,1,1280
324233.84,672999.9,2494060,Morrison Crescent,WS: Food Waste Communal,324234,673000,,7904502,1,500
324202.35,672942.970000001,2494061,Morrison Crescent,WS: Communal Bin,324202,672943,,7904502,2,1280
324234.58,672999.35,2494062,Morrison Crescent,WS: Communal Bin,324235,672999,,7904502,2,1280
324204.44,673042.359999999,2494063,Morrison Crescent,WS: Communal Bin,324204,673042,,7904502,2,1100
324842,673179,2494064,Bread Street,WS: Side Loading Communal,324842,673179,,7904498,2,3200
324419.53,672932.91,2494065,Brandfield Street,WS: Food Waste Communal,324420,672933,,7904495,1,500
323526.62,673020.560000001,2494066,Balbirnie Place,WS: Communal Bin,323527,673021,,7904492,1,1280
323361,673004,2494067,Balbirnie Place,WS: Communal Bin,323361,673004,,7904492,2,1280
323379,672997,2494068,Balbirnie Place,WS: Communal Bin,323379,672997,,7904492,1,1100
323407.74,673015.75,2494069,Balbirnie Place,WS: Communal Bin,323408,673016,,7904492,1,1100
323445.18,673018.890000001,2494070,Balbirnie Place,WS: Communal Bin,323445,673019,,7904492,1,1100
323500.04,673010.140000001,2494071,Balbirnie Place,WS: Communal Bin,323500,673010,,7904492,2,1280
323468.49,673018.58,2494072,Balbirnie Place,WS: Communal Bin,323468,673019,,7904492,1,1100
324493,673452,2494073,Atholl Crescent Lane,WS: Communal Bin,324493,673452,,7904491,1,360
323559.37,672417.560000001,2494074,Ardmillan Place,WS: Communal Bin,323559,672418,,7904489,3,1280
323563,672380,2494075,Ardmillan Place,WS: Communal Bin,323563,672380,,7904489,3,1100
323500.42,672433.9,2494076,Ardmillan Terrace,WS: Communal Bin,323500,672434,,7904483,2,1280
323485.82,672315.0,2494077,Ardmillan Terrace,WS: Communal Bin,323486,672315,,7904483,3,1280
323551.09,672322.460000001,2494078,Angle Park Terrace,WS: Communal Bin,323551,672322,,7904482,1,1280
323563.24,672335.060000001,2494079,Angle Park Terrace,WS: Communal Bin,323563,672335,,7904482,1,1280
323569.81,672342.609999999,2494080,Angle Park Terrace,WS: Communal Bin,323570,672343,,7904482,1,1280
323575.91,672346.029999999,2494081,Angle Park Terrace,WS: Communal Bin,323576,672346,,7904482,1,1280
323588.36,672359.5,2494082,Angle Park Terrace,WS: Communal Bin,323588,672360,,7904482,1,1280
323731.35,673655.619999999,2494083,Bell's Mills,WS: Food Waste Communal,323731,673656,,7904473,1,500
323731.47,673655.060000001,2494084,Bell's Mills,WS: Communal Bin,323731,673655,,7904473,3,1280
319362,670481,2494085,Calder Court,WS: Chamberlain Bin,319362,670481,,7904443,1,940
319393,670522,2494086,Calder Court,WS: Chamberlain Bin,319393,670522,,7904443,1,940
319410,670549,2494087,Calder Court,WS: Chamberlain Bin,319410,670549,,7904443,1,940
319397.75,670576.640000001,2494088,Calder Court,WS: Chamberlain Bin,319398,670577,,7904443,1,940
319672.95,674029.25,2494089,Alan Breck Gardens,WS: Communal Bin,319673,674029,,7904424,1,1280
319923.96,674043.130000001,2494090,Alan Breck Gardens,WS: Chamberlain Bin,319924,674043,,7904424,1,940
319881,674048,2494091,Alan Breck Gardens,WS: Chamberlain Bin,319881,674048,,7904424,1,940
319828,674034,2494092,Alan Breck Gardens,WS: Chamberlain Bin,319828,674034,,7904424,1,940
319781.53,674015.66,2494093,Alan Breck Gardens,WS: Chamberlain Bin,319782,674016,,7904424,1,940
319724.86,674006.74,2494094,Alan Breck Gardens,WS: Chamberlain Bin,319725,674007,,7904424,1,940
319675.92,674035.710000001,2494095,Alan Breck Gardens,WS: Chamberlain Bin,319676,674036,,7904424,1,940
319634.28,674031.560000001,2494096,Alan Breck Gardens,WS: Chamberlain Bin,319634,674032,,7904424,1,940
319659.81,674048.109999999,2494097,Alan Breck Gardens,WS: Chamberlain Bin,319660,674048,,7904424,1,940
319614,674044,2494098,Alan Breck Gardens,WS: Chamberlain Bin,319614,674044,,7904424,1,940
319649,674085,2494099,Alan Breck Gardens,WS: Chamberlain Bin,319649,674085,,7904424,1,940
319601,674055,2494100,Alan Breck Gardens,WS: Chamberlain Bin,319601,674055,,7904424,1,940
319609,674088,2494101,Alan Breck Gardens,WS: Chamberlain Bin,319609,674088,,7904424,1,940
324346.53,670252.060000001,2494102,Braidburn Terrace,WS: Communal Bin,324347,670252,,7904423,1,1280
324523,670821,2494103,Braid Road,WS: Side Loading Communal,324523,670821,,7904421,1,3200
324498.62,670576.24,2494104,Braid Road,WS: Communal Bin,324499,670576,,7904421,1,1280
324894.49,670468.380000001,2494105,Braid Avenue,WS: Communal Bin,324894,670468,,7904419,1,1100
326309.05,672953.34,2494106,East Crosscauseway,WS: Communal Bin,326309,672953,,7904417,3,1280
326193.92,672943.51,2494107,East Crosscauseway,WS: Food Waste Communal,326194,672944,,7904417,1,500
326274.87,672898.26,2494108,Cowan's Close,WS: Food Waste Communal,326275,672898,,7901718,1,240
326193.8,672943.289999999,2494109,East Crosscauseway,WS: Communal Bin,326194,672943,,7904417,5,1280
322555.17,672195.529999999,2494110,Alexander Drive,WS: Food Waste Communal,322555,672196,,7904411,1,500
324262,671563,2494111,Albert Terrace,WS: Communal Bin,324262,671563,,7904410,1,660
324292.16,671722.439999999,2494112,Abbotsford Crescent,WS: Communal Bin,324292,671722,,7904408,1,1280
327564,671305,2494113,Cameron Terrace,WS: Communal Bin,327564,671305,,7906615,2,1280
323853.6,671670.26,2494114,Gillsland Park,WS: Communal Bin,323854,671670,,7904402,3,660
325612,672325,2494115,Roseneath Street,WS: Side Loading Communal,325612,672325,,7906601,1,3200
325647,672324,2494116,Roseneath Street,WS: Side Loading Communal,325647,672324,,7906601,1,3200
325659.21,672313.9,2494117,Roseneath Street,WS: Food Waste Communal,325659,672314,,7906601,1,500
324109.72,671738.67,2494118,The Limes,WS: Communal Bin,324110,671739,,7904400,1,1280
326605.69,672389.34,2494119,South Oxford Street,WS: Food Waste Communal,326606,672389,,7904397,1,500
326606,672387,2494120,South Oxford Street,WS: Communal Bin,326606,672387,,7904397,2,1280
326573,672434,2494121,South Oxford Street,WS: Communal Bin,326573,672434,,7904397,2,1280
327491,669384,2494122,Liberton Place,WS: Communal Bin,327491,669384,,7904394,1,1100
326222,672459,2494123,Lord Russell Place,WS: Communal Bin,326222,672459,,7906618,4,1280
326326.07,672227.9,2494124,Grange Court,WS: Food Waste Communal,326326,672228,,7904388,1,500
324206.81,671701.9,2494125,Colinton Road,WS: Side Loading Communal,324207,671702,,7904385,1,2400
322139.22,669264.359999999,2494126,Colinton Road,WS: Food Waste Communal,322139,669264,,7904385,1,240
321956.52,669114.17,2494127,Colinton Road,WS: Food Waste Communal,321957,669114,,7904385,1,500
324360.11,671819.77,2494128,Colinton Road,WS: Communal Bin,324360,671820,,7904385,2,1280
322803.75,670689.43,2494129,Colinton Road,WS: Communal Bin,322804,670689,,7904385,1,1100
321938.47,669124.810000001,2494130,Colinton Road,WS: Chamberlain Bin,321938,669125,,7904385,4,940
321949.07,669099.27,2494131,Colinton Road,WS: Chamberlain Bin,321949,669099,,7904385,2,940
321936.42,669087.0,2494132,Colinton Road,WS: Chamberlain Bin,321936,669087,,7904385,2,940
327407,671273,2494133,Cameron March,WS: Communal Bin,327407,671273,,7904381,2,1280
324280.98,671875.49,2494134,Blantyre Terrace,WS: Communal Bin,324281,671875,,7904379,1,1280
324311.96,671899.66,2494135,Blantyre Terrace,WS: Communal Bin,324312,671900,,7904379,1,1280
324369.88,671924.58,2494136,Blantyre Terrace,WS: Communal Bin,324370,671925,,7904379,2,1280
324339.83,671906.630000001,2494137,Blantyre Terrace,WS: Communal Bin,324340,671907,,7904379,1,1280
327399.34,670032.960000001,2494138,Clarinda Terrace,WS: Chamberlain Bin,327399,670033,,7904377,2,940
327376.06,670025.4,2494139,Clarinda Terrace,WS: Food Waste Communal,327376,670025,,7904377,1,240
327399.32,669956.6,2494140,Clarinda Terrace,WS: Chamberlain Bin,327399,669957,,7904377,2,940
327384.86,669980.82,2494141,Clarinda Terrace,WS: Chamberlain Bin,327385,669981,,7904377,2,940
327375.8,670028.630000001,2494142,Clarinda Terrace,WS: Chamberlain Bin,327376,670029,,7904377,2,940
327403.15,669974.84,2494143,Clarinda Terrace,WS: Chamberlain Bin,327403,669975,,7904377,2,940
328098,670135,2494144,Craigend Park,WS: Communal Bin,328098,670135,,7904376,4,1100
328148.26,670111.65,2494145,Craigend Park,WS: Chamberlain Bin,328148,670112,,7904376,1,940
328083.8,670081.220000001,2494146,Craigend Park,WS: Communal Bin,328084,670081,,7904376,2,1280
328123.76,670137.09,2494147,Craigend Park,WS: Chamberlain Bin,328124,670137,,7904376,1,940
328086.48,670035.76,2494148,Craigend Park,WS: Chamberlain Bin,328086,670036,,7904376,1,940
328098,670057,2494149,Craigend Park,WS: Chamberlain Bin,328098,670057,,7904376,1,940
328034.95,670035.470000001,2494150,Craigend Park,WS: Chamberlain Bin,328035,670035,,7904376,1,940
329896.94,671097.029999999,2494151,Greendykes Road,WS: Food Waste Communal,329897,671097,,7904375,2,500
329897.0,671139.890000001,2494152,Greendykes Road,WS: Chamberlain Bin,329897,671140,,7904375,8,940
329886.64,671047.880000001,2494153,Greendykes Road,WS: Chamberlain Bin,329887,671048,,7904375,9,940
325100,674855,2494154,Airlie Place,WS: Side Loading Communal,325100,674855,,7906521,1,1800
325094,674877,2494155,Airlie Place,WS: Side Loading Communal,325094,674877,,7906521,1,2400
325093.13,674878.640000001,2494156,Airlie Place,WS: Food Waste Communal,325093,674879,,7906521,1,240
325186.32,673263.32,2494157,Webster's Land,WS: Communal Bin,325186,673263,,7904344,2,1280
325863,673500,2494158,Tron Square,WS: Communal Bin,325863,673500,,7904332,5,1280
324921,676451,2494159,Trinity Mains,WS: Communal Bin,324921,676451,,7904331,1,1100
321900.36,669177.98,2494160,The Cedars,WS: Communal Bin,321900,669178,,7904322,3,1280
321892.83,669173.51,2494161,The Cedars,WS: Food Waste Communal,321893,669174,,7904322,1,240
324419,672546,2494162,St Peter's Buildings,WS: Side Loading Communal,324419,672546,,7906540,1,3200
326521.71,672902.289999999,2494163,St Leonard's Crag,WS: Communal Bin,326522,672902,,7904306,3,1280
326472.53,672681.710000001,2494164,Spittalfield Crescent,WS: Food Waste Communal,326473,672682,,7904304,1,500
326478,672701,2494165,Spittalfield Crescent,WS: Communal Bin,326478,672701,,7904304,2,1280
327649.95,676355.220000001,2494166,Bath Road,WS: Food Waste Communal,327650,676355,,7901061,1,240
327471.06,676426.060000001,2494167,Salamander Street,WS: Food Waste Communal,327471,676426,,7904295,1,240
327470,676424,2494168,Salamander Street,WS: Communal Bin,327470,676424,,7904295,2,1280
324756,674750,2494169,Saxe-Coburg Terrace,WS: Side Loading Communal,324756,674750,,7904291,1,3200
321350.63,670916.57,2494170,Haugh Park,WS: Food Waste Communal,321351,670917,,7904279,1,240
321350.69,670916.560000001,2494171,Haugh Park,WS: Chamberlain Bin,321351,670917,,7904279,3,940
322203,673915,2494172,Ravelston Garden,WS: Food Waste Communal,322203,673915,,7904277,1,240
322322,673963,2494173,Ravelston Garden,WS: Food Waste Communal,322322,673963,,7904277,1,240
322262,673937,2494174,Ravelston Garden,WS: Food Waste Communal,322262,673937,,7904277,1,240
322269.17,673951.68,2494175,Ravelston Garden,WS: Communal Bin,322269,673952,,7904277,2,660
329449,671516,2494176,Queen's Walk,WS: Communal Bin,329449,671516,,7904269,3,1280
328143.29,673933.83,2494177,Queen's Park Court,WS: Food Waste Communal,328143,673934,,7904266,1,240
325233,673267,2494178,Portsburgh Square,WS: Communal Bin,325233,673267,,7904263,6,360
325573.56,677055.08,2494179,Newhaven Main Street,WS: Communal Bin,325574,677055,,7904249,2,1280
325402.18,677009.189999999,2494180,Newhaven Main Street,WS: Chamberlain Bin,325402,677009,,7904249,2,940
325387.45,677009.1,2494181,Newhaven Main Street,WS: Chamberlain Bin,325387,677009,,7904249,2,940
325415.08,677009.800000001,2494182,Newhaven Main Street,WS: Chamberlain Bin,325415,677010,,7904249,2,940
325447,677005,2494183,Newhaven Main Street,WS: Chamberlain Bin,325447,677005,,7904249,2,940
325461,677005,2494184,Newhaven Main Street,WS: Chamberlain Bin,325461,677005,,7904249,2,940
325477,677005,2494185,Newhaven Main Street,WS: Chamberlain Bin,325477,677005,,7904249,2,940
325492,677006,2494186,Newhaven Main Street,WS: Chamberlain Bin,325492,677006,,7904249,2,940
325530,677009,2494187,Newhaven Main Street,WS: Chamberlain Bin,325530,677009,,7904249,2,940
325543,677007,2494188,Newhaven Main Street,WS: Chamberlain Bin,325543,677007,,7904249,2,940
325558,677004,2494189,Newhaven Main Street,WS: Chamberlain Bin,325558,677004,,7904249,2,940
325577,676997,2494190,Newhaven Main Street,WS: Chamberlain Bin,325577,676997,,7904249,2,940
325590,676996,2494191,Newhaven Main Street,WS: Chamberlain Bin,325590,676996,,7904249,2,940
325605,676992,2494192,Newhaven Main Street,WS: Chamberlain Bin,325605,676992,,7904249,2,940
329005,673323,2494193,New Belfield,WS: Communal Bin,329005,673323,,7904247,2,1280
322337.3,674485.699999999,2494194,Maidencraig Court,WS: Chamberlain Bin,322337,674486,,7904229,2,940
322340.44,674480.609999999,2494195,Maidencraig Court,WS: Chamberlain Bin,322340,674481,,7904229,2,940
322329.8,674504.779999999,2494196,Maidencraig Court,WS: Chamberlain Bin,322330,674505,,7904229,2,940
325912,674716,2494197,East London Street,WS: Side Loading Communal,325912,674716,,7904212,2,3200
325823,674690,2494198,East London Street,WS: Side Loading Communal,325823,674690,,7904212,2,3200
326018.06,674737.550000001,2494199,East London Street,WS: Chamberlain Bin,326018,674738,,7904212,2,940
326087.59,674753.390000001,2494200,East London Street,WS: Chamberlain Bin,326088,674753,,7904212,2,940
326056,674751,2494201,East London Street,WS: Chamberlain Bin,326056,674751,,7904212,2,940
326035.05,674743.23,2494202,East London Street,WS: Chamberlain Bin,326035,674743,,7904212,2,940
325507.21,671884.91,2494203,Kilgraston Court,WS: Food Waste Communal,325507,671885,,7904204,1,240
325508.49,671879.890000001,2494204,Kilgraston Court,WS: Communal Bin,325508,671880,,7904204,2,1280
324945.16,674317.220000001,2494205,Jamaica Mews,WS: Chamberlain Bin,324945,674317,,7904199,5,940
322325.91,671129.460000001,2494206,Hutchison Terrace,WS: Communal Bin,322326,671129,,7906539,2,1280
322629.48,671450.51,2494207,Hutchison Cottages,WS: Communal Bin,322629,671451,,7906526,1,1280
326010.8,672779.1,2494208,Hope Park Square,WS: Food Waste Communal,326011,672779,,7904190,1,240
325688,675019,2494209,East Claremont Street,WS: Side Loading Communal,325688,675019,,7904186,1,3200
325758,675153,2494210,East Claremont Street,WS: Side Loading Communal,325758,675153,,7904186,1,3200
325768,675202,2494211,East Claremont Street,WS: Side Loading Communal,325768,675202,,7904186,1,3200
325795,675244,2494212,East Claremont Street,WS: Side Loading Communal,325795,675244,,7904186,2,3200
325730,675082,2494213,East Claremont Street,WS: Side Loading Communal,325730,675082,,7904186,1,3200
325693,674991,2494214,East Claremont Street,WS: Side Loading Communal,325693,674991,,7904186,1,3200
325638,674908,2494215,East Claremont Street,WS: Side Loading Communal,325638,674908,,7904186,1,3200
324318.88,670322.68,2494216,Greenbank Terrace,WS: Communal Bin,324319,670323,,7906611,1,1280
324935.79,673079.74,2494217,Riego Street,WS: Food Waste Communal,324936,673080,,7904156,1,500
324998.33,675528.890000001,2494218,Eildon Terrace,WS: Communal Bin,324998,675529,,7904141,1,1280
324952.22,675508.539999999,2494219,Eildon Terrace,WS: Communal Bin,324952,675509,,7904141,2,1280
325115,675459,2494220,Eildon Street,WS: Side Loading Communal,325115,675459,,7904133,1,2400
325064.42,675433.560000001,2494221,Eildon Street,WS: Side Loading Communal,325064,675434,,7904133,1,2400
326526.19,672428.43,2494222,East Preston Street Lane,WS: Communal Bin,326526,672428,,7904128,4,1280
326554,672394,2494223,East Newington Place,WS: Food Waste Communal,326554,672394,,7904127,1,500
326479.52,672337.27,2494224,East Newington Place,WS: Communal Bin,326480,672337,,7904127,2,1280
329416,671387,2494225,East Court,WS: Communal Bin,329416,671387,,7904121,3,1280
325624.88,671418.130000001,2494226,Dun-Ard Garden,WS: Food Waste Communal,325625,671418,,7904113,1,240
325686.25,671421.42,2494227,Dun-Ard Garden,WS: Food Waste Communal,325686,671421,,7904113,1,240
325622.08,671418.73,2494228,Dun-Ard Garden,WS: Communal Bin,325622,671419,,7904113,1,1280
325688.37,671421.27,2494229,Dun-Ard Garden,WS: Communal Bin,325688,671421,,7904113,1,1280
328914.73,674207.560000001,2494230,Piersfield Terrace,WS: Communal Bin,328915,674208,,7904095,1,1280
329911.44,674353.85,2494231,Inchview Terrace,WS: Food Waste Communal,329911,674354,,7904094,1,240
329911.8,674353.98,2494232,Inchview Terrace,WS: Communal Bin,329912,674354,,7904094,7,660
329236.42,674238.550000001,2494233,Moira Terrace,WS: Communal Bin,329236,674239,,7904093,2,1100
329276.66,674201.08,2494234,Moira Terrace,WS: Communal Bin,329277,674201,,7904093,2,1100
329329.06,674254.460000001,2494235,Moira Terrace,WS: Communal Bin,329329,674254,,7904093,2,1100
327306.21,676528.550000001,2494236,Constitution Street,WS: Chamberlain Bin,327306,676529,,7904073,3,940
327319.29,676560.59,2494237,Constitution Street,WS: Communal Bin,327319,676561,,7904073,1,940
327149.72,676100.390000001,2494238,Constitution Street,WS: Communal Bin,327150,676100,,7904073,2,1280
327313.22,676549.289999999,2494239,Constitution Street,WS: Chamberlain Bin,327313,676549,,7904073,3,940
327014.39,675994.57,2494240,Constitution Street,WS: Chamberlain Bin,327014,675995,,7904073,4,940
323594.61,672909.01,2494241,Northcote Street,WS: Communal Bin,323595,672909,,7904061,3,1100
323594.19,672907.4,2494242,Northcote Street,WS: Food Waste Communal,323594,672907,,7904061,1,500
323585.79,672885.9,2494243,Northcote Street,WS: Food Waste Communal,323586,672886,,7904061,1,500
323583.78,672884.83,2494244,Northcote Street,WS: Communal Bin,323584,672885,,7904061,2,1280
323610.77,672924.82,2494245,Northcote Street,WS: Communal Bin,323611,672925,,7904061,2,1280
326682.47,676654.68,2494246,Citadel Place,WS: Chamberlain Bin,326682,676655,,7904058,2,940
326690.98,676518.98,2494247,East Cromwell Street,WS: Communal Bin,326691,676519,,7904057,3,1280
327622.17,674179.09,2494248,Clockmill Lane,WS: Communal Bin,327622,674179,,7904050,2,1100
332207.63,671975.24,2494249,Whitehill Street,WS: Communal Bin,332208,671975,,7906529,1,1280
325254,675014,2494250,Canon Street,WS: Side Loading Communal,325254,675014,,7904045,2,3200
325823.23,675298.189999999,2494251,Claremont Court,WS: Food Waste Communal,325823,675298,,7904036,1,500
325822,675275,2494252,Claremont Court,WS: Chamberlain Bin,325822,675275,,7904036,1,940
321969.53,671642.689999999,2494253,Delhaig,WS: Food Waste Communal,321970,671643,,7906596,1,500
321978.62,671629.449999999,2494254,Delhaig,WS: Communal Bin,321979,671629,,7906596,2,1280
325813.17,673191.609999999,2494255,Lothian Street,WS: Side Loading Communal,325813,673192,,7904025,1,3200
